genus,ST1,ST2,ST3,ST4,ST5,ST6,ST7,ST8,ST9,ST10,ST11,ST12,ST13,ST14,ST15,ST16,ST17,ST18,ST19,ST20,ST21,ST22,ST23,ST24,ST25,ST26,ST27,ST28,ST29,ST30
Phycisphaerales bacterium (no genus in NCBI),0.002101396,0.019685582,0.00443574,0.037557804,0.005034503,0.03612164,0.021873797,0.001718414,0.002841181,0.023496535,0.038556812,0.008334888,0.021454727,0.007661851,0.008354692,0.031021027,0.008912516,0.001966953,0.001251411,0.002674013,0.012658414,0.021817435,0.003731343,0.001608018,0.006832689,0.006305061,0.041287345,0.018093672,0.029344266,0.036120352
Unclassified Cohaesibacteraceae,0.006105054,0.025374061,0.003409561,0.022593366,0.004920255,0.019580444,0.024708641,0.001663278,0.003229582,0.032022584,0.038152935,0.005362305,0.027213808,0.003990678,0.018548414,0.019651329,0.002677685,0.00286854,0.003374523,0.001331711,0.035796818,0.035273698,0.00231749,0.001552116,0.002737071,0.008745034,0.018079241,0.035667908,0.042334173,0.026165533
Unclassified Hyphomicrobiales,0.00578015,0.024736261,0.004766765,0.028273984,0.004135756,0.01657613,0.028750919,0.001872337,0.003096568,0.030511278,0.046472806,0.006912711,0.023345768,0.004009472,0.018165629,0.022458662,0.002800515,0.003573919,0.003078512,0.001368777,0.035973447,0.032455535,0.002188399,0.001585,0.002797007,0.010256521,0.017053468,0.030884772,0.033421715,0.030708505
Unclassified Endozoicomonadaceae,0.008730489,0.017720472,0.028528868,0.002265205,0.027327981,0.003668058,0.013736744,0.028514651,0.030742219,0.002823006,0.005465805,0.031847431,0.003558597,0.023186027,0.021802084,0.018893349,0.005556811,0.030375067,0.029933836,0.03211198,0.000765392,0.007428006,0.031037154,0.031561882,0.029398544,0.024874762,0.00493653,0.002770323,0.00077984,0.003227248
Endozoicomonas,0.009152341,0.018375509,0.028153706,0.004131358,0.029293037,0.005641823,0.015854128,0.029465752,0.030625166,0.003821039,0.007700592,0.033864124,0.004297822,0.02403804,0.022958759,0.03088066,0.005954779,0.030966936,0.030905568,0.032102714,0.00273775,0.008491816,0.030711353,0.032022256,0.030841999,0.024961133,0.003782536,0.00344126,0.002517769,0.005709746
Prolixibacteraceae bacterium (no genus in NCBI),1.83E-05,0.000689513,3.86E-05,0.000129105,0,0.001240153,0.000454975,1.15E-05,1.60E-05,0,0.000376952,0.000466287,0.000722034,1.25E-05,0.000657391,0,0.67211375,0.001036177,0.000261306,0.000652618,0.001339437,0.002314253,6.15E-06,7.89E-05,3.00E-05,0,0.000897551,0.000476149,4.46E-05,9.93E-05
Unclassified Phycisphaerales,0.006595031,0.044990692,0.017781578,0.078613178,0.012140692,0.051754555,0.04581248,0.004383335,0.007134876,0.052268385,0.049434572,0.026531754,0.039763448,0.021983185,0.017391739,0.0310491,0.018478485,0.005991665,0.005138339,0.004594801,0.057404436,0.038595771,0.00660208,0.003623796,0.018340376,0.023600795,0.051993845,0.0372695,0.06898242,0.0770071
Lutimaribacter,0.006524285,0.047869406,0.015017517,0.07720476,0.010800189,0.081710363,0.048419837,0.004236305,0.009608939,0.066411931,0.063031772,0.02381563,0.045333425,0.017666738,0.022068369,0.032789647,0.010641957,0.004507938,0.005334319,0.004709969,0.029084914,0.047759467,0.007683985,0.004370259,0.013365699,0.021495509,0.072701628,0.033979742,0.045965999,0.06958443
Spirochaetales bacterium (no genus in NCBI),0.019944924,0.053971592,0.010984525,0.051477665,0.020762563,0.11156137,0.069961152,0.005444709,0.009305666,0.067809176,0.08457189,0.025237807,0.09573828,0.013444262,0.026320607,0.039583392,0.008062535,0.004983055,0.005569086,0.004728502,0.043112204,0.056661876,0.00734589,0.004251877,0.008246177,0.01783555,0.125977689,0.060427669,0.013814309,0.04622412
Unclassified Spirochaetales,0.019806053,0.092894574,0.011955532,0.068777728,0.019391594,0.098356361,0.119658419,0.005913367,0.011396648,0.081382418,0.144534195,0.023908887,0.089669755,0.014546867,0.050793862,0.063838747,0.008052709,0.007331074,0.007586042,0.005280513,0.069326896,0.102573674,0.008292557,0.005471866,0.009789525,0.021279582,0.106872676,0.069214787,0.03683073,0.072340003
Cohaesibacter,0.029867602,0.048127974,0.011039695,0.160043191,0.019284964,0.054566732,0.041385224,0.005267813,0.008986433,0.157461005,0.067474421,0.022510025,0.148154515,0.012661162,0.069275705,0.059852334,0.009040259,0.019328998,0.016380625,0.004291658,0.203918221,0.125044325,0.007130738,0.007481067,0.008470936,0.040605027,0.047249647,0.210934118,0.273255943,0.167245916
Unclassified Pseudomonadota,0.034400539,0.071174929,0.085801771,0.078765757,0.090628665,0.057937853,0.048052357,0.087223313,0.089369513,0.089423708,0.059504577,0.067903105,0.096563462,0.070334916,0.084994841,0.064512507,0.018168955,0.094125087,0.097393676,0.09062785,0.136195705,0.087568354,0.090978386,0.094866508,0.085848142,0.094046899,0.047249647,0.133235218,0.167242263,0.077478775
Unclassified Bacteria,0.621305853,0.11956147,0.08605004,0.170395061,0.078259479,0.192922394,0.144122073,0.13036746,0.068337324,0.178932961,0.145934303,0.086741117,0.178806581,0.186828883,0.16116067,0.119423935,0.031365767,0.063334901,0.063540248,0.06287504,0.193011378,0.146320524,0.066567902,0.05852332,0.073586263,0.091779668,0.175214771,0.166219375,0.138388182,0.161014845
Unclassified Oceanospirillales,0.073713943,0.156088396,0.300168271,0.016478486,0.289921855,0.030567152,0.122685752,0.310394339,0.323703113,0.018962617,0.048357566,0.26984053,0.033454245,0.245404769,0.192698798,0.172875551,0.051853744,0.326817364,0.327920759,0.338684889,0.005284152,0.073888132,0.330313015,0.338772316,0.30914921,0.260105372,0.042377228,0.026447927,0.002785143,0.027754332
Unclassified Gammaproteobacteria,0.080343036,0.162638764,0.340774048,0.044963733,0.33401374,0.048994777,0.135285059,0.353382267,0.363123171,0.043428669,0.056462036,0.291313065,0.05501212,0.275770257,0.205014479,0.185985795,0.054772176,0.369931408,0.37003595,0.384827493,0.0144983,0.085515388,0.369058743,0.388505792,0.358501403,0.293034203,0.059943583,0.044216951,0.02513313,0.054565315
