ko,IT1,IT10,IT11,IT12,IT13,IT14,IT15,IT16,IT17,IT18,IT19,IT-C1,IT-H1,IT2,IT21,IT22,IT23,IT24,IT25,IT26,IT27,IT28,IT29,IT-C2,IT-H2,IT3,IT-C3,IT-H3,IT-C4,IT-H4,IT5,IT-C5,IT-H5,IT6,IT-C6,IT-H6,IT7,IT8,IT9,ST1,ST10,ST11,ST12,ST13,ST14,ST15,ST16,ST17,ST18,ST19,ST-C1,ST-H1,ST2,ST20,ST21,ST22,ST23,ST24,ST25,ST26,ST27,ST28,ST29,ST-C2,ST-H2,ST3,ST30,ST-C3,ST-H3,ST4,ST-C4,ST-H4,ST5,ST-C5,ST-H5,ST6,ST-C6,ST-H6,ST7,ST8,ST9
K00125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,2,0,0,0,0,0,0
K00126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K00127,1,0,0,2,0,2,0,0,0,0,0,0,0,0,0,6,37,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,173,0,0,0,0,0,0,0,0,0,0,0,0,0
K00128,2,13,1,0,0,6,0,1,0,0,0,0,0,2,0,14,482,40,0,3,10,0,4,0,0,34,0,0,0,0,10,11,0,2,0,0,0,0,98,0,0,0,0,0,0,0,12,0,0,0,0,0,11,0,0,1,0,0,1,1,0,0,0,0,8,3,0,277,0,0,1,0,0,1,36,0,0,0,0,0,0
K00129,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K00130,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,2,0,0,0,2,0,0,0,0,2,0
K00131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
K00132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,6,0,0,0,0,0,0
K00133,3,8,0,0,2,5,2,2,2,4,0,0,0,0,0,24,83,9,4,0,2,0,4,0,8,0,0,4,0,0,12,8,0,0,10,4,0,0,4,36,8,37,4,15,0,8,79,38,0,2,2,21,21,4,33,15,8,45,113,135,143,0,6,2,3,19,78,216,2,47,0,7,27,13,32,0,4,2,0,0,0
K00134,0,15,2,2,2,6,2,5,3,5,7,91,110,2,1,30,107,45,2,0,8,3,0,56,90,4,70,93,107,122,0,106,101,13,106,59,2,0,13,57,21,54,1,41,6,9,211,74,2,2,114,133,27,2,45,24,11,60,230,199,232,4,4,140,143,74,119,554,89,87,125,109,33,125,137,0,182,145,0,0,2
K00135,1,2,2,3,2,9,0,5,0,0,0,0,4,3,4,10,190,22,8,1,16,2,3,0,2,2,0,5,0,0,2,3,0,2,20,5,0,12,11,43,8,57,0,24,2,6,95,67,0,6,28,9,19,0,41,18,4,8,156,120,144,2,0,0,0,63,100,146,4,29,2,8,14,3,30,0,0,0,2,0,0
K00138,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,4,0,6,0,0,0,9,0,0,37,0,0,0
K00140,0,0,0,0,0,0,1,6,4,0,0,0,3,0,1,11,124,31,0,0,14,0,7,0,0,2,0,2,0,2,13,10,0,2,0,0,0,0,6,12,0,0,0,0,0,1,2,0,0,0,0,4,8,0,0,2,0,0,5,0,0,0,0,0,0,0,0,98,0,0,2,1,0,0,17,0,5,0,0,0,0
K00141,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K00142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K00143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
K00145,0,2,2,2,0,0,0,2,0,0,0,0,0,0,0,4,80,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,2,11,0,0,0,17,7,6,39,0,27,0,6,67,26,0,0,1,3,10,2,30,11,7,64,105,115,131,0,2,6,14,43,70,308,2,30,18,0,20,4,7,0,0,6,1,0,0
K00147,0,0,0,2,2,2,0,4,4,5,0,0,0,5,0,17,70,11,6,0,1,0,6,0,2,6,0,0,0,1,0,2,0,2,11,11,2,0,4,25,4,32,2,42,0,0,98,36,2,0,8,8,15,2,20,14,2,74,158,121,186,0,0,0,22,31,80,194,2,40,16,2,14,4,32,0,0,22,2,0,2
K00150,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
K00151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K00153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,19,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K00154,2,2,6,1,0,0,0,2,2,1,0,3,2,4,0,7,2,11,4,0,0,4,4,0,1,0,3,0,0,0,0,0,0,0,33,2,1,0,2,17,6,49,0,47,0,15,104,63,4,0,5,27,22,0,31,14,3,15,179,134,209,0,4,0,6,29,54,258,5,47,0,6,12,7,60,0,0,9,0,0,0
K00158,2,0,0,0,0,1,0,2,0,1,4,0,0,2,6,0,34,16,0,10,9,0,0,0,0,1,0,1,0,0,8,1,19,0,0,0,2,2,0,2,0,0,0,0,2,0,2,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0
K00161,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,21,58,23,2,0,6,0,0,0,2,1,0,0,1,0,4,4,0,0,6,0,0,0,3,359,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,10,0,0,139,0,0,0,0,0,0,0,0,0,14,0,0,0
K00162,2,0,5,0,0,2,0,4,1,4,1,0,0,0,2,39,113,6,1,2,7,2,1,0,0,0,0,0,1,0,3,2,0,0,8,0,0,1,4,692,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,130,0,0,2,0,0,0,8,0,4,39,0,0,0
K00163,0,5,8,0,0,16,4,1,8,9,0,0,7,1,5,23,159,22,2,0,1,9,4,0,6,3,0,0,0,0,8,3,2,2,21,2,4,0,15,48,20,66,2,47,1,23,188,85,0,2,43,28,27,4,30,40,14,14,283,225,336,0,7,2,15,78,151,225,0,90,12,12,41,14,26,2,10,12,2,1,2
K00164,2,16,9,6,2,8,7,9,3,2,6,6,6,2,2,24,254,67,12,0,7,2,2,0,0,15,0,8,2,0,7,0,2,8,0,8,2,5,8,39,8,79,5,84,21,17,172,101,2,0,14,31,47,16,51,39,11,137,212,239,380,3,9,16,0,75,125,140,5,65,4,13,27,14,38,0,2,20,3,0,4
K00167,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,15,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K00169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,17,2,0,2,0,0,4,1,0,0,0,0,0,0,16,0,0,2,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,122,0,0,0,1,0,0,16,0,0,0,0,0,0
K00170,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,8,8,0,0,5,0,0,0,0,0,0,0,0,13,0,2,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,96,0,0,4,0,0,0,2,0,0,1,0,0,0
K00171,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,8,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K00172,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,2,0,0,0,0,0,0
K00174,8,4,8,1,6,20,11,11,2,14,7,10,1,5,23,19,38,14,11,6,7,4,12,20,5,12,0,3,0,11,14,57,14,10,36,8,14,4,32,14,0,1,0,0,0,0,2,0,0,0,4,0,0,0,0,0,1,96,0,0,0,2,0,0,19,0,0,431,9,3,0,0,2,1,35,0,2,0,0,0,0
K00175,0,0,1,0,2,6,0,0,6,0,4,0,2,2,1,2,37,0,0,0,0,1,2,2,1,0,0,0,0,0,4,10,6,0,9,1,0,0,4,14,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,61,0,2,2,0,0,4,29,0,0,276,6,0,0,0,0,2,45,0,1,0,0,0,0
K00176,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,69,3,0,0,0,0,0,3,0,0,0,0,0,0
K00177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,12,0,0,150,0,0,0,0,0,0,2,0,0,2,0,0,0
K00179,0,0,0,0,0,0,0,5,0,0,1,0,0,0,2,0,6,9,0,0,0,0,0,0,0,0,0,0,0,4,0,20,1,2,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,185,3,0,0,0,0,0,10,0,1,10,0,0,0
K00180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,67,0,0,0,0,0,0,8,0,0,5,0,0,0
K00183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,10,0,0,0,0,0,0,4,0,0,0,0,0,0
K00184,0,6,0,0,0,4,0,0,0,0,0,0,5,0,4,2,17,43,0,2,14,0,0,0,0,0,0,0,0,2,2,15,0,0,7,0,1,2,1,12,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,13,0,0,366,8,0,1,2,0,0,17,0,0,39,0,0,0
K00185,0,1,1,0,0,2,0,0,0,0,0,0,2,0,0,8,7,18,1,0,10,0,0,0,0,0,0,0,14,0,2,22,0,0,11,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,559,4,0,6,0,0,0,25,0,0,3,0,0,0
K00194,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,45,2,0,0,0,0,0,0,0,0,0,0,0,0
K00196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,103,0,0,2,0,0,0,3,0,0,0,0,0,0
K00197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,38,6,0,0,0,0,0,1,0,0,0,0,0,0
K00198,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0,13,0,0,0,0,0,0,0,2,0,0,0,0,2,6,15,0,0,18,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,6,0,0,289,10,0,12,0,0,0,7,0,13,4,0,0,0
K00208,1,1,6,0,0,8,2,3,2,2,0,0,9,3,2,7,150,6,3,0,13,0,2,0,0,6,0,0,0,0,4,6,0,2,4,0,6,0,2,13,2,27,0,10,0,6,51,30,0,1,4,16,10,0,7,12,4,2,80,60,82,1,0,1,0,10,46,110,4,4,2,2,6,12,1,0,0,0,0,0,0
K00209,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,31,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,12,2,0,0,0,0,0,10,0,0,0,0,0,0
K00210,0,2,0,6,0,0,0,0,2,1,0,0,0,0,1,0,82,0,1,2,0,1,1,0,0,2,0,1,0,0,1,2,0,2,0,0,2,0,1,40,3,21,1,24,1,5,92,28,0,1,6,14,12,0,14,12,6,6,114,92,137,0,1,2,0,28,56,1,2,27,3,2,22,8,6,0,0,0,0,0,4
K00215,0,0,0,2,0,0,0,0,0,1,0,0,4,0,4,2,65,0,1,0,0,2,0,1,2,0,0,0,0,0,13,18,1,2,17,0,0,0,4,24,2,25,0,10,0,7,63,33,0,1,6,10,8,0,19,12,2,21,98,101,77,0,0,6,19,17,60,239,2,21,0,0,11,9,30,0,0,6,0,0,4
K00218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,12,0,0,0,0,0,0,0,0,2,0,0,0,0,2,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0
K00219,0,5,1,3,2,0,1,0,0,5,0,0,0,0,6,11,26,54,8,0,17,0,6,0,0,0,0,0,0,0,9,17,2,2,15,0,2,4,1,32,20,85,1,37,2,15,131,59,1,7,25,23,23,1,35,49,6,18,222,147,235,1,2,0,4,55,94,349,0,66,0,4,27,33,43,2,0,12,2,2,1
K00220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K00223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K00226,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,3,77,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,92,0,0,0,0,0,0,24,0,0,212,0,0,0,0,0,0,12,0,0,0,0,0,0
K00228,0,0,0,2,1,1,2,0,0,3,0,0,0,0,5,1,60,5,0,0,2,4,0,0,0,0,4,0,0,2,4,2,0,0,4,0,0,2,0,10,1,51,0,15,2,0,73,34,0,0,10,6,7,5,15,15,8,71,89,72,115,0,1,0,4,30,47,62,0,30,0,2,12,1,4,0,0,14,2,0,3
K00230,0,0,2,0,0,2,3,0,0,0,2,0,2,0,0,6,62,6,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,10,3,23,0,11,0,1,39,15,0,0,9,6,10,0,11,8,3,27,60,47,66,0,0,0,2,15,29,120,4,15,6,0,2,14,1,0,0,0,0,0,0
K00231,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,33,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,2,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,3,0,0,0,0,0,0
K00232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K00239,2,4,4,1,5,3,0,5,1,5,0,0,0,2,8,14,123,19,0,0,24,0,9,0,0,13,0,0,1,0,15,14,0,0,46,11,1,2,4,26,5,42,2,28,0,5,133,57,0,2,11,7,14,0,20,27,4,59,156,146,189,2,2,0,12,48,83,393,9,57,13,0,18,6,25,0,0,6,0,0,0
K00240,0,4,5,4,0,2,1,5,2,2,0,0,0,0,0,1,69,26,2,4,21,1,2,0,0,8,0,0,0,2,13,3,0,0,0,0,4,0,13,25,7,27,2,17,0,4,40,21,0,0,6,9,12,0,22,8,0,57,69,51,79,0,2,0,8,26,27,99,10,25,0,0,2,2,9,0,0,14,0,0,0
K00241,0,5,1,1,0,18,5,2,0,0,0,0,0,0,1,7,90,22,2,1,2,3,0,2,0,0,0,0,0,0,12,7,0,0,0,4,0,0,6,28,0,12,0,4,0,4,26,18,0,0,4,9,6,1,8,7,5,18,50,30,52,0,0,0,3,10,22,66,0,9,2,10,8,0,9,0,0,0,0,0,0
K00242,0,2,2,2,0,2,3,2,0,0,0,0,0,0,0,0,49,7,1,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,1,0,7,2,10,0,6,0,0,23,18,0,0,0,4,3,0,9,7,0,5,41,49,52,0,0,0,0,7,35,8,0,12,0,7,13,0,4,0,0,0,0,0,0
K00243,0,0,0,2,0,0,0,0,0,0,0,0,14,0,0,6,9,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,4,0,2,0,0,23,4,10,0,19,0,2,69,19,0,0,8,13,9,0,19,9,3,19,80,71,98,0,1,2,0,18,48,286,0,22,2,0,14,3,12,0,0,1,0,0,1
K00244,4,11,0,9,4,4,11,3,2,0,1,0,6,2,0,22,143,1,5,3,4,4,7,0,4,4,0,0,4,4,8,21,0,2,100,8,4,8,2,81,24,151,0,67,3,20,267,156,0,7,53,39,51,3,111,39,23,33,490,378,508,0,12,26,44,142,246,680,12,106,3,10,65,34,35,0,11,8,2,0,2
K00245,2,4,0,0,3,5,0,2,0,0,7,0,2,1,0,12,65,0,0,0,2,0,2,0,2,0,0,0,0,2,1,5,7,0,27,4,0,0,0,8,4,21,0,15,2,6,75,21,2,2,4,13,14,2,9,7,3,4,87,72,90,0,5,0,19,43,34,228,0,18,6,0,23,34,20,0,2,0,0,1,0
K00246,0,4,2,1,0,1,0,0,0,0,2,0,0,0,4,8,26,0,0,0,0,0,0,0,0,0,0,0,0,6,0,22,0,0,4,0,0,0,0,3,0,8,0,8,0,1,45,8,0,5,3,6,6,0,11,4,2,1,32,35,63,0,4,0,0,17,24,133,0,10,0,2,9,10,0,0,0,0,0,0,0
K00247,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,4,34,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,10,0,15,2,15,2,2,45,7,0,3,3,9,9,0,14,2,0,4,43,19,39,0,0,0,0,20,22,0,0,4,0,0,5,2,10,0,0,0,0,0,0
K00248,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,161,49,2,0,8,3,0,4,0,0,0,0,13,0,0,64,0,4,1,0,0,1,7,23,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,12,0,3,553,1,0,8,4,0,0,44,0,8,32,0,0,1
K00249,4,10,12,22,3,6,6,14,4,3,2,0,0,1,8,8,197,84,4,2,3,4,2,0,0,23,2,0,0,0,22,32,7,4,6,0,6,1,35,52,26,115,2,64,2,2,243,114,0,10,29,48,54,7,65,51,8,22,368,303,449,3,6,1,21,86,191,557,13,112,3,14,38,23,59,0,6,19,4,0,0
K00251,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K00252,2,2,0,0,0,0,0,5,0,0,0,0,2,0,0,5,175,39,1,0,9,0,0,2,1,0,0,0,6,0,13,0,0,2,0,0,0,9,9,0,0,0,0,0,0,0,1,0,0,4,0,8,1,0,0,1,0,0,0,0,0,5,2,0,1,2,2,0,0,0,0,0,0,0,0,0,0,7,0,0,0
K00253,2,0,6,0,0,0,0,6,1,0,0,0,0,1,0,1,32,19,1,0,5,0,2,0,0,14,0,0,0,0,3,0,0,3,0,0,1,8,12,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0
K00254,0,6,0,0,0,2,0,5,0,0,2,0,3,3,0,2,77,24,4,0,0,0,4,0,0,6,2,0,0,0,1,3,0,0,10,3,0,8,3,19,10,14,0,22,0,9,107,39,0,4,1,9,2,0,26,13,7,4,85,131,131,0,2,0,6,45,81,257,2,43,0,3,4,9,6,0,0,22,4,0,0
K00259,0,14,1,7,1,0,0,1,2,5,0,0,0,3,2,6,118,16,2,4,6,0,0,10,0,3,0,8,0,0,7,22,1,1,9,8,4,2,10,24,5,28,2,27,0,0,51,47,0,0,8,10,31,2,12,20,6,131,96,98,136,0,2,0,2,36,59,407,16,38,16,4,13,0,21,0,1,13,2,0,2
K00260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,1,0,0,0
K00261,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,10,15,31,0,0,4,0,2,0,0,0,0,0,1,0,9,12,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,12,0,0,0
K00262,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,5,18,0,0,0,1,0,0,0,0,0,0,0,0,6,0,22,0,0,2,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,59,0,0,0,0,0,0,4,0,0,408,0,0,6,0,0,0,12,0,0,23,0,0,0
K00263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0
K00265,4,3,4,9,3,17,5,11,10,7,3,6,0,3,13,61,346,36,10,0,9,10,13,0,0,24,2,3,7,4,5,46,6,13,71,20,0,12,6,65,22,97,6,95,1,30,288,116,2,3,45,61,60,2,100,60,18,181,467,371,515,8,14,4,46,113,214,874,11,98,10,16,52,24,52,2,0,73,8,0,5
K00266,0,1,4,2,1,6,1,0,4,2,4,0,11,0,4,27,168,42,12,0,2,3,3,0,0,6,3,0,0,3,20,15,0,1,30,11,0,4,0,27,6,33,0,18,3,3,86,40,0,0,5,25,11,0,38,16,5,111,121,120,182,0,6,0,21,51,66,373,18,41,13,8,25,12,31,0,0,11,0,0,0
K00273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K00274,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,10,0,0,0,0,0,0
